;Scopy version,f4beeb1
;Exported on,mardirier 24/02/2026
;Device,M2K
;Nr of samples,8000
;Sample rate,1000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
1026,-3.254,0.14423
1027,-3.253,0.14423
1028,-3.252,0.14423
1029,-3.251,0.14423
1030,-3.25,0.14423
1031,-3.249,0.14423
1032,-3.248,0.14423
1033,-3.247,0.14423
1034,-3.246,0.14423
1035,-3.245,0.14423
1036,-3.244,0.14423
1037,-3.243,0.14423
1038,-3.242,0.14423
1039,-3.241,0.14423
1040,-3.24,0.14423
1041,-3.239,0.14423
1042,-3.238,0.14423
1043,-3.237,0.14423
1044,-3.236,0.14423
1045,-3.235,0.14423
1046,-3.234,0.14423
1047,-3.233,0.145969
1048,-3.232,0.151185
1049,-3.231,0.262472
1050,-3.23,0.304204
1051,-3.229,0.286816
1052,-3.228,0.210306
1053,-3.227,0.152924
1054,-3.226,0.147708
1055,-3.225,0.14423
1056,-3.224,0.14423
1057,-3.223,0.14423
1058,-3.222,0.14423
1059,-3.221,0.14423
1060,-3.22,0.14423
1061,-3.219,0.14423
1062,-3.218,0.14423
1063,-3.217,0.14423
1064,-3.216,0.14423
1065,-3.215,0.14423
1066,-3.214,0.14423
1067,-3.213,0.14423
1068,-3.212,0.14423
1069,-3.211,0.14423
1070,-3.21,0.14423
1071,-3.209,0.14423
1072,-3.208,0.14423
1073,-3.207,0.14423
1074,-3.206,0.14423
1075,-3.205,0.14423
1076,-3.204,0.14423
1077,-3.203,0.14423
1078,-3.202,0.14423
1079,-3.201,0.14423
1080,-3.2,0.14423
1081,-3.199,0.14423
1082,-3.198,0.14423
1083,-3.197,0.14423
1084,-3.196,0.14423
1085,-3.195,0.14423
1086,-3.194,0.14423
1087,-3.193,0.14423
1088,-3.192,0.14423
1089,-3.191,0.14423
1090,-3.19,0.14423
1091,-3.189,0.14423
1092,-3.188,0.14423
1093,-3.187,0.14423
1094,-3.186,0.14423
1095,-3.185,0.14423
1096,-3.184,0.14423
1097,-3.183,0.14423
