;Scopy version,f4beeb1
;Exported on,mardi fevrier 24/02/2026
;Device,M2K
;Nr of samples,3200
;Sample rate,1000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
615,-0.985,0.209255
616,-0.984,0.209255
617,-0.983,0.209255
618,-0.982,0.209255
619,-0.981,0.209255
620,-0.98,0.209255
621,-0.979,0.209255
622,-0.978,0.209255
623,-0.977,0.209255
624,-0.976,0.209255
625,-0.975,0.209255
626,-0.974,0.210993
627,-0.973,0.20056
628,-0.972,0.348363
629,-0.971,0.42835
630,-0.97,0.334452
631,-0.969,0.223165
632,-0.968,0.212732
633,-0.967,0.209255
634,-0.966,0.209255
635,-0.965,0.209255
636,-0.964,0.209255
637,-0.963,0.209255
638,-0.962,0.209255
639,-0.961,0.209255
640,-0.96,0.209255
641,-0.959,0.209255
642,-0.958,0.209255
643,-0.957,0.209255
644,-0.956,0.209255
645,-0.955,0.209255
646,-0.954,0.209255
647,-0.953,0.209255
648,-0.952,0.209255
649,-0.951,0.209255
650,-0.95,0.209255
651,-0.949,0.209255
652,-0.948,0.209255
653,-0.947,0.209255
654,-0.946,0.209255
655,-0.945,0.209255
656,-0.944,0.209255
657,-0.943,0.209255
658,-0.942,0.209255
659,-0.941,0.209255
660,-0.94,0.209255
661,-0.939,0.209255
662,-0.938,0.209255
663,-0.937,0.209255
664,-0.936,0.209255
665,-0.935,0.209255
666,-0.934,0.209255
667,-0.933,0.209255
668,-0.932,0.209255
669,-0.931,0.209255
670,-0.93,0.209255
671,-0.929,0.209255
672,-0.928,0.209255
673,-0.927,0.209255
674,-0.926,0.209255
675,-0.925,0.209255
676,-0.924,0.210993
677,-0.923,0.20056
678,-0.922,0.35184
679,-0.921,0.42835
680,-0.92,0.334452
681,-0.919,0.221427
682,-0.918,0.212732
683,-0.917,0.209255
684,-0.916,0.209255
685,-0.915,0.209255
686,-0.914,0.209255
687,-0.913,0.209255
688,-0.912,0.209255
689,-0.911,0.209255
690,-0.91,0.209255
691,-0.909,0.209255
692,-0.908,0.209255
693,-0.907,0.209255
694,-0.906,0.209255
695,-0.905,0.209255
696,-0.904,0.209255
697,-0.903,0.209255
698,-0.902,0.209255
699,-0.901,0.209255
700,-0.9,0.209255
701,-0.899,0.209255
702,-0.898,0.209255
703,-0.897,0.209255
704,-0.896,0.209255
705,-0.895,0.209255
706,-0.894,0.209255
707,-0.893,0.209255
708,-0.892,0.209255
709,-0.891,0.209255
710,-0.89,0.209255
711,-0.889,0.209255
712,-0.888,0.209255
713,-0.887,0.209255
714,-0.886,0.209255
715,-0.885,0.209255
716,-0.884,0.209255
717,-0.883,0.209255
718,-0.882,0.209255
719,-0.881,0.209255
720,-0.88,0.209255
721,-0.879,0.209255
722,-0.878,0.209255
723,-0.877,0.209255
724,-0.876,0.209255
725,-0.875,0.209255
726,-0.874,0.210993
727,-0.873,0.20056
728,-0.872,0.35184
729,-0.871,0.430089
730,-0.87,0.330974
731,-0.869,0.223165
732,-0.868,0.212732
733,-0.867,0.209255
734,-0.866,0.209255
735,-0.865,0.209255
736,-0.864,0.209255
737,-0.863,0.209255
738,-0.862,0.209255
739,-0.861,0.209255
740,-0.86,0.209255
741,-0.859,0.209255
742,-0.858,0.209255
743,-0.857,0.209255
744,-0.856,0.209255
745,-0.855,0.209255
746,-0.854,0.209255
747,-0.853,0.209255
748,-0.852,0.209255
749,-0.851,0.209255
750,-0.85,0.209255
751,-0.849,0.209255
752,-0.848,0.209255
753,-0.847,0.209255
754,-0.846,0.209255
755,-0.845,0.209255
756,-0.844,0.209255
757,-0.843,0.209255
758,-0.842,0.209255
759,-0.841,0.209255
760,-0.84,0.209255
761,-0.839,0.209255
762,-0.838,0.209255
763,-0.837,0.209255
764,-0.836,0.209255
765,-0.835,0.209255
766,-0.834,0.209255
767,-0.833,0.209255
768,-0.832,0.209255
769,-0.831,0.209255
770,-0.83,0.209255
771,-0.829,0.209255
772,-0.828,0.209255
773,-0.827,0.209255
774,-0.826,0.209255
775,-0.825,0.209255
776,-0.824,0.212732
777,-0.823,0.202299
778,-0.822,0.353579
779,-0.821,0.42835
780,-0.82,0.330974
781,-0.819,0.221427
782,-0.818,0.212732
783,-0.817,0.209255
784,-0.816,0.209255
785,-0.815,0.209255
786,-0.814,0.209255
787,-0.813,0.209255
788,-0.812,0.209255
789,-0.811,0.209255
790,-0.81,0.209255
791,-0.809,0.209255
792,-0.808,0.209255
793,-0.807,0.209255
794,-0.806,0.209255
795,-0.805,0.209255
796,-0.804,0.209255
797,-0.803,0.209255
798,-0.802,0.209255
799,-0.801,0.209255
800,-0.8,0.209255
801,-0.799,0.209255
802,-0.798,0.209255
803,-0.797,0.209255
804,-0.796,0.209255
805,-0.795,0.209255
806,-0.794,0.209255
807,-0.793,0.209255
808,-0.792,0.209255
809,-0.791,0.209255
810,-0.79,0.209255
811,-0.789,0.209255
812,-0.788,0.209255
813,-0.787,0.209255
814,-0.786,0.209255
815,-0.785,0.209255
816,-0.784,0.209255
817,-0.783,0.209255
818,-0.782,0.209255
819,-0.781,0.209255
820,-0.78,0.209255
821,-0.779,0.209255
822,-0.778,0.209255
823,-0.777,0.209255
824,-0.776,0.209255
825,-0.775,0.209255
826,-0.774,0.212732
827,-0.773,0.20056
828,-0.772,0.357057
829,-0.771,0.42835
830,-0.77,0.327496
831,-0.769,0.223165
832,-0.768,0.212732
833,-0.767,0.209255
834,-0.766,0.209255
835,-0.765,0.209255
836,-0.764,0.209255
837,-0.763,0.209255
838,-0.762,0.209255
839,-0.761,0.209255
840,-0.76,0.209255
841,-0.759,0.209255
842,-0.758,0.209255
843,-0.757,0.209255
844,-0.756,0.209255
845,-0.755,0.209255
846,-0.754,0.209255
847,-0.753,0.209255
